ID;Nombre_Aportante;Tipo_Aportante;Candidato;Tipo_Donatorio;ID_Eleccion;Territorio;ID_Partido;Partido;Tipo_Aporte;Fecha_de_Transferencia;Monto;Unnamed: 10;Unnamed: 11;Unnamed: 12
12688;BLANCA ANTONIA MATUS JIMENEZ;PERSONA NATURAL;RAUL EDUARDO VARGAS FOURCADE;CANDIDATO;SENADORES;14ª CIRCUNSCRIPCION;TODOS;TODOS;PÚBLICO;09-11-17;$48.000;;;
12689;ADZIZ SELIM RODRIGUEZ MUSIATE;PERSONA NATURAL;CAMILO LAGOS MIRANDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 8;PP;PARTIDO PROGRESISTA;PÚBLICO;09-11-17;$500.079;;;
12690;ROBERTO PATRICIO LEDEZMA CARVAJAL;PERSONA NATURAL;FRANCISCO FIGUEROA CERDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;PEV;PARTIDO ECOLOGISTA VERDE;PÚBLICO;10-11-17;$500.000;;;
12691;FRANCISCO FUENZALIDA CONCHA;PERSONA NATURAL;MIGUEL CRISPI SERRANO;CANDIDATO;DIPUTADOS;DISTRITO Nº 12;RD;REVOLUCION DEMOCRATICA;PÚBLICO;09-11-17;$25.000;;;
12692;CATALINA OPAZO BUNSTER;PERSONA NATURAL;SOLEDAD ALAMOS FUENZALIDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;RD;REVOLUCION DEMOCRATICA;PÚBLICO;10-11-17;$100.000;;;
12693;FRANCISCO IGNACIO SERVANDO ALAMOS JORDAN;PERSONA NATURAL;LUIS PARDO SAINZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 6;RN;RENOVACION NACIONAL;PÚBLICO;10-11-17;$600.000;;;
12694;FERNANDO JOSE ECHEVERRIA VIAL;PERSONA NATURAL;LUIS LARRAIN STIEB;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;EVOPOLI;EVOLUCION POLITICA;PÚBLICO;10-11-17;$200.000;;;
12695;ROBERTO CARLOS RODRIGUEZ LOPEZ;PERSONA NATURAL;NATALIA CASTILLO MUÑOZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;RD;REVOLUCION DEMOCRATICA;PÚBLICO;09-11-17;$50.000;;;
12696;ROBERTO CARLOS RODRIGUEZ LOPEZ;PERSONA NATURAL;NATALIA CASTILLO MUÑOZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;RD;REVOLUCION DEMOCRATICA;PÚBLICO;09-11-17;$50.000;;;
12697;;PERSONA NATURAL;CIUDADANOS;PARTIDO;DIPUTADOS;;CIUDADANOS;CIUDADANOS;NO PÚBLICO;09-11-17;$125.150;;;
12698;URSULA PATRICIA MIX JIMENEZ;PERSONA NATURAL;KARINA DELFINO MUSSA;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;09-11-17;$30.000;;;
12699;ERIK FREDY ADIO MALDONADO;PERSONA NATURAL;KARINA DELFINO MUSSA;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;09-11-17;$50.000;;;
12700;PAULO CESAR VARGAS ALMONACID;PERSONA NATURAL;ADA CORALI FRIDERICKSEN JARA;CANDIDATO;CONSEJEROS REGIONALES;OSORNO;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;09-11-17;$60.000;;;
12701;;PERSONA NATURAL;LUIS PARDO SAINZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 6;RN;RENOVACION NACIONAL;NO PÚBLICO;09-11-17;$480.000;;;
12702;DORA BORZUTZKY HERNANDEZ;PERSONA NATURAL;RAUL EDUARDO VARGAS FOURCADE;CANDIDATO;SENADORES;14ª CIRCUNSCRIPCION;TODOS;TODOS;PÚBLICO;09-11-17;$60.000;;;
12703;DAMIAN BELARMINO CABA ARRIAGADA;PERSONA NATURAL;JOANNA PEREZ OLEA;CANDIDATO;DIPUTADOS;DISTRITO Nº 21;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;09-11-17;$100.000;;;
12704;;PERSONA NATURAL;PEPE AUTH STEWART;CANDIDATO;DIPUTADOS;DISTRITO Nº 8;PRSD;PARTIDO RADICAL SOCIALDEMOCRATA;NO PÚBLICO;10-11-17;$100.000;;;
12705;;PERSONA NATURAL;LUIS LARRAIN STIEB;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;EVOPOLI;EVOLUCION POLITICA;NO PÚBLICO;10-11-17;$52.639;;;
12706;VALERIA DE LOS ANGELES LUBBERT ALVAREZ;PERSONA NATURAL;FERNANDO ATRIA LEMAITRE;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;10-11-17;$700.000;;;
12707;DAMIAN BELARMINO CABA ARRIAGADA;PERSONA NATURAL;BAYRON MARTINEZ ULLOA;CANDIDATO;CONSEJEROS REGIONALES;CONCEPCION 2;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;09-11-17;$50.000;;;
12708;JAIME ALFREDO WINTER ETCHEBERRY;PERSONA NATURAL;GONZALO WINTER ETCHEBERRY;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;RD;REVOLUCION DEMOCRATICA;PÚBLICO;09-11-17;$100.000;;;
12709;FERNANDO PABLO SAGREDO BERRIOS;PERSONA NATURAL;BEATRIZ SANCHEZ MUÑOZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;10-11-17;$300.000;;;
12710;CAROLINA PAZ PINTO FARIAS;PERSONA NATURAL;KARINA DELFINO MUSSA;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;09-11-17;$25.000;;;
12711;JULIO MAXIMILIANO SILLARD AVENDAÑO;PERSONA NATURAL;GABRIEL BORIC FONT;CANDIDATO;DIPUTADOS;DISTRITO Nº 28;PH;PARTIDO HUMANISTA;PÚBLICO;10-11-17;$40.000;;;
12712;GILDA GRACIELA ZEREGA PONCE;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;10-11-17;$40.000;;;
12713;;PERSONA NATURAL;CRISTINA GIRARDI LAVIN;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PPD;PARTIDO POR LA DEMOCRACIA;NO PÚBLICO;15-11-17;$200.000;;;
12714;;PERSONA NATURAL;JOSE ANTONIO KAST RIST;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;09-11-17;$1.000;;;
12715;JOSE MANUEL RUIZ YAÑEZ;PERSONA NATURAL;KARINA DELFINO MUSSA;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;09-11-17;$50.000;;;
12716;NELSON ERNESTO VERGARA CASTILLO;PERSONA NATURAL;ABEL GALLARDO PEREZ;CANDIDATO;SENADORES;6ª CIRCUNSCRIPCION;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;13-11-17;$100.000;;;
12717;FRANCISCO MAURICIO LARRAIN GARCES;PERSONA NATURAL;GUILLERMO RAMIREZ DIEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;09-11-17;$1.000.000;;;
12718;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;09-11-17;$10.000;;;
12719;MARTIN ALBERTO ARANZAES JIMENEZ;PERSONA NATURAL;CAMILA ROJAS VALDERRAMA;CANDIDATO;DIPUTADOS;DISTRITO Nº 7;IGUALDAD;PARTIDO IGUALDAD;PÚBLICO;09-11-17;$360.000;;;
12720;CARLOS CRISTIAN COX VIAL;PERSONA NATURAL;GUILLERMO RAMIREZ DIEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;10-11-17;$1.000.000;;;
12721;CARLOS CRISTIAN COX VIAL;PERSONA NATURAL;JAVIER MACAYA DANUS;CANDIDATO;DIPUTADOS;DISTRITO Nº 15;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;10-11-17;$1.000.000;;;
12722;CARLOS CRISTIAN COX VIAL;PERSONA NATURAL;DIEGO SCHALPER SEPULVEDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 15;RN;RENOVACION NACIONAL;PÚBLICO;10-11-17;$500.000;;;
12723;;PERSONA NATURAL;PEDRO ENRIQUE GARCIA ASPILLAGA;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;15-11-17;$200.000;;;
12724;MONICA ANDREA VIDAL MARQUEZ;PERSONA NATURAL;LEONARDO ANDRES MALLEA ZAPATA;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 3;IND;INDEPENDIENTES;PÚBLICO;09-11-17;$10.000;;;
12725;OSCAR ROBERTO PINO MOLINA;PERSONA NATURAL;PABLO VIDAL ROJAS;CANDIDATO;DIPUTADOS;DISTRITO Nº 8;RD;REVOLUCION DEMOCRATICA;PÚBLICO;09-11-17;$20.000;;;
12726;MARIA LORETO VERGARA MERA;PERSONA NATURAL;GONZALO WINTER ETCHEBERRY;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;RD;REVOLUCION DEMOCRATICA;PÚBLICO;09-11-17;$600.000;;;
12727;;PERSONA NATURAL;CAMILO ENRIQUE ESCALONA MEDINA;CANDIDATO;SENADORES;14ª CIRCUNSCRIPCION;PS;PARTIDO SOCIALISTA DE CHILE;NO PÚBLICO;09-11-17;$60.000;;;
12728;MARIA FERNANDA DIAZ VIDAL;PERSONA NATURAL;NATALIA CASTILLO MUÑOZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;RD;REVOLUCION DEMOCRATICA;PÚBLICO;10-11-17;$500.000;;;
12729;MONICA PATRICIA CISCUTTI MALTES;PERSONA NATURAL;GLORIA NAVEILLAN ARRIAGADA;CANDIDATO;DIPUTADOS;DISTRITO Nº 22;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;10-11-17;$15.000;;;
12730;;PERSONA NATURAL;ALEXANDER EXEQUIEL OLATTE QUINTANILLA;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 4;PRSD;PARTIDO RADICAL SOCIALDEMOCRATA;NO PÚBLICO;09-11-17;$50.000;;;
12731;;PERSONA NATURAL;KARINA DELFINO MUSSA;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PS;PARTIDO SOCIALISTA DE CHILE;NO PÚBLICO;10-11-17;$25.000;;;
12732;;PERSONA NATURAL;KARINA DELFINO MUSSA;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PS;PARTIDO SOCIALISTA DE CHILE;NO PÚBLICO;10-11-17;$20.000;;;
12733;;PERSONA NATURAL;JUAN MANUEL MANCILLA CARDENAS;CANDIDATO;DIPUTADOS;DISTRITO Nº 28;PH;PARTIDO HUMANISTA;NO PÚBLICO;09-11-17;$376.724;;;
12734;PEDRO JORGE DAVIS URZUA;PERSONA NATURAL;FERNANDO ATRIA LEMAITRE;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;10-11-17;$100.000;;;
12735;;PERSONA NATURAL;LUIS PARDO SAINZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 6;RN;RENOVACION NACIONAL;NO PÚBLICO;10-11-17;$500.000;;;
12736;;PERSONA NATURAL;CAROLINA GOIC BOROEVIC;CANDIDATO;PRESIDENTE;NACIONAL;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;09-11-17;$50.000;;;
12737;;PERSONA NATURAL;NELSON HADAD HERESY;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;13-11-17;$25.000;;;
12738;CRISTOBAL IGNACIO MIRA FERNANDEZ;PERSONA NATURAL;PABLO KAST SOMMERHOFF;CANDIDATO;DIPUTADOS;DISTRITO Nº 6;EVOPOLI;EVOLUCION POLITICA;PÚBLICO;10-11-17;$300.000;;;
12739;BLANCA VICTORIA CARMEN ETCHEBERRY COURT;PERSONA NATURAL;GONZALO WINTER ETCHEBERRY;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;RD;REVOLUCION DEMOCRATICA;PÚBLICO;10-11-17;$100.000;;;
12740;HUMBERTO LEONIDAS LIRA MAFFIOLETTI;PERSONA NATURAL;RAUL LEIVA CARVAJAL;CANDIDATO;DIPUTADOS;DISTRITO Nº 14;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;10-11-17;$2.200.000;;;
12741;;PERSONA NATURAL;ANDRES MOLINA MAGOFKE;CANDIDATO;DIPUTADOS;DISTRITO Nº 23;EVOPOLI;EVOLUCION POLITICA;NO PÚBLICO;10-11-17;$500.000;;;
12742;;PERSONA NATURAL;ALBERTO MAYOL MIRANDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;IGUALDAD;PARTIDO IGUALDAD;NO PÚBLICO;09-11-17;$20.000;;;
12743;IRMA CONSUELO GAMBOA DE BERNARDI;PERSONA NATURAL;ALBERTO MAYOL MIRANDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;IGUALDAD;PARTIDO IGUALDAD;PÚBLICO;09-11-17;$50.000;;;
12744;JORGE FERNANDO CISTERNAS ZAÑARTU;PERSONA NATURAL;LUIS ACEVEDO QUINTANILLA;CANDIDATO;DIPUTADOS;DISTRITO Nº 13;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;10-11-17;$50.000;;;
12745;JORGE FERNANDO CISTERNAS ZAÑARTU;PERSONA NATURAL;MAYA FERNANDEZ ALLENDE;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;10-11-17;$55.555;;;
12746;ALVARO FERNANDO SALVADOR ERAZO LATORRE;PERSONA NATURAL;CAMILO ENRIQUE ESCALONA MEDINA;CANDIDATO;SENADORES;14ª CIRCUNSCRIPCION;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;09-11-17;$250.000;;;
12747;CARLOS CRISTIAN COX VIAL;PERSONA NATURAL;MARIA JOSE HOFFMANN OPAZO;CANDIDATO;DIPUTADOS;DISTRITO Nº 7;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;10-11-17;$1.000.000;;;
12748;;PERSONA NATURAL;FERNANDO ATRIA LEMAITRE;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PS;PARTIDO SOCIALISTA DE CHILE;NO PÚBLICO;09-11-17;$50.000;;;
12749;CLAUDIA LIDIA CACERES OLIVARES;PERSONA NATURAL;JOSE ANTONIO KAST RIST;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;09-11-17;$5.000;;;
12750;JORGE FERNANDO CISTERNAS ZAÑARTU;PERSONA NATURAL;JUAN PABLO SAEZ REY;CANDIDATO;CONSEJEROS REGIONALES;CORDILLERA;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;15-11-17;$44.445;;;
12751;LUCIA ELIANA GANTER VERA;PERSONA NATURAL;ALBERTO MAYOL MIRANDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;IGUALDAD;PARTIDO IGUALDAD;PÚBLICO;09-11-17;$30.000;;;
12752;WASHINGTON MARIO LATHROP CASTRO;PERSONA NATURAL;CAROLINA GOIC BOROEVIC;CANDIDATO;PRESIDENTE;NACIONAL;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;10-11-17;$200.000;;;
12753;HECTOR LUIS FELIPE SANDOVAL PRECHT;PERSONA NATURAL;CAROLINA GOIC BOROEVIC;CANDIDATO;PRESIDENTE;NACIONAL;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;10-11-17;$500.000;;;
12754;FRANCO BESOMI TOMAS;PERSONA NATURAL;PABLO TERRAZAS LAGOS;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;15-11-17;$300.000;;;
12755;MAGDALENA MARIA ISABEL ETCHEBERRY COURT;PERSONA NATURAL;GONZALO WINTER ETCHEBERRY;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;RD;REVOLUCION DEMOCRATICA;PÚBLICO;10-11-17;$100.000;;;
12756;;PERSONA NATURAL;LUIS LARRAIN STIEB;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;EVOPOLI;EVOLUCION POLITICA;NO PÚBLICO;10-11-17;$50.000;;;
12757;;PERSONA NATURAL;ANDRES ALFONSO JOUANNET VALDERRAMA;CANDIDATO;DIPUTADOS;DISTRITO Nº 23;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;13-11-17;$200.000;;;
12758;CARLA PATRICIA PIA ABARCA SEGURA;PERSONA NATURAL;MAITE ORSINI PASCAL;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;RD;REVOLUCION DEMOCRATICA;PÚBLICO;10-11-17;$90.000;;;
12759;;PERSONA NATURAL;NICOLAS MUÑOZ MONTES;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;10-11-17;$100.000;;;
12760;MAURICIO ERNESTO PARDO MEZA;PERSONA NATURAL;MIGUEL CRISPI SERRANO;CANDIDATO;DIPUTADOS;DISTRITO Nº 12;RD;REVOLUCION DEMOCRATICA;PÚBLICO;09-11-17;$25.000;;;
12761;;PERSONA NATURAL;PEDRO ENRIQUE GARCIA ASPILLAGA;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;15-11-17;$50.000;;;
12762;ROSSANA KARINA URIBE URIBE;PERSONA NATURAL;RAUL LEIVA CARVAJAL;CANDIDATO;DIPUTADOS;DISTRITO Nº 14;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;10-11-17;$2.000.000;;;
12763;;PERSONA NATURAL;NELSON HADAD HERESY;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;13-11-17;$50.000;;;
12764;FRANCISCA ANTONIA NORAMBUENA NORAMBUENA;PERSONA NATURAL;MARIA SOLEDAD NORAMBUENA MANQUILEF;CANDIDATO;CONSEJEROS REGIONALES;VALDIVIA;IND;INDEPENDIENTES;PÚBLICO;15-11-17;$200.000;;;
12765;RUTH IRENE SANCHEZ BARRERA;PERSONA NATURAL;DIEGO RAMIREZ SANCHEZ;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 1;IND;INDEPENDIENTES;PÚBLICO;09-11-17;$300.000;;;
12766;;PERSONA NATURAL;RENE JOFRE DELGADO;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PPD;PARTIDO POR LA DEMOCRACIA;NO PÚBLICO;10-11-17;$500.000;;;
12767;JAIME DANIEL QUINTANA LEAL;PERSONA NATURAL;JAIME QUINTANA LEAL;CANDIDATO;SENADORES;11ª CIRCUNSCRIPCION;PPD;PARTIDO POR LA DEMOCRACIA;PROPIO;09-11-17;$500.000;;;
12768;CLAUDIA ANTONELLA HASBUN FAILA;PERSONA NATURAL;CLAUDIA ANTONELLA HASBUN FAILA;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 5;IND;INDEPENDIENTES;PROPIO;09-11-17;$119.000;;;
12769;MARIA IGNACIA PEREZ BALMACEDA;PERSONA NATURAL;DIEGO SCHALPER SEPULVEDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 15;RN;RENOVACION NACIONAL;PÚBLICO;09-11-17;$200.000;;;
12770;LORETO CATALINA FERNANDEZ QUEVEDO;PERSONA NATURAL;FRANCISCO FIGUEROA CERDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;PEV;PARTIDO ECOLOGISTA VERDE;PÚBLICO;09-11-17;$50.000;;;
12771;NICOLAS MONCKEBERG DIAZ;PERSONA NATURAL;MANUEL JOSE MONCKEBERG DIAZ;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 4;IND;INDEPENDIENTES;PÚBLICO;10-11-17;$6.500.000;;;
12772;;PERSONA NATURAL;CRISTOBAL ACEVEDO FERRER;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;10-11-17;$261.414;;;
12773;NICOLAS MONCKEBERG DIAZ;PERSONA NATURAL;KATHERINE MARTORELL AWAD;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;RN;RENOVACION NACIONAL;PÚBLICO;13-11-17;$1.000.000;;;
12774;;PERSONA NATURAL;ALBERTO MAYOL MIRANDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;IGUALDAD;PARTIDO IGUALDAD;NO PÚBLICO;09-11-17;$1.000;;;
12775;CLAUDETTE PAGOLA HOLLEMART;PERSONA NATURAL;RAMON BARROS MONTERO;CANDIDATO;DIPUTADOS;DISTRITO Nº 16;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;09-11-17;$500.000;;;
12776;;PERSONA NATURAL;GONZALO FUENZALIDA FIGUEROA;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;RN;RENOVACION NACIONAL;NO PÚBLICO;10-11-17;$350.000;;;
12777;REINALDO ANDRES ORELLANA FERNANDEZ;PERSONA NATURAL;REINALDO ANDRES ORELLANA FERNANDEZ;CANDIDATO;CONSEJEROS REGIONALES;MARGA MARGA;PS;PARTIDO SOCIALISTA DE CHILE;PROPIO;09-11-17;$500.000;;;
12778;;PERSONA NATURAL;CRISTINA BRAVO CASTRO;CANDIDATO;CONSEJEROS REGIONALES;CURICO;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;10-11-17;$394.000;;;
12779;CRISTIAN RODRIGO PAVEZ HERRERA;PERSONA NATURAL;PABLO GUILLERMO LARENAS CARO;CANDIDATO;CONSEJEROS REGIONALES;COLCHAGUA;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;16-11-17;$100.000;;;
12780;GUSTAVO ALEJANDRO MANQUILEF FLORES;PERSONA NATURAL;LUIS LARRAIN STIEB;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;EVOPOLI;EVOLUCION POLITICA;PÚBLICO;09-11-17;$10.000;;;
12781;MAURICIO ANDRES GALLEGUILLOS VEGA;PERSONA NATURAL;CRISTIAN GALLEGUILLOS VEGA;CANDIDATO;DIPUTADOS;DISTRITO Nº 5;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;10-11-17;$500.000;;;
12782;;PERSONA NATURAL;UNION DEMOCRATA INDEPENDIENTE;PARTIDO;SENADORES;;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;17-11-17;$520.000;;;
12783;;PERSONA NATURAL;UNION DEMOCRATA INDEPENDIENTE;PARTIDO;CONSEJEROS REGIONALES;;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;08-11-17;$390.000;;;
12784;;PERSONA NATURAL;UNION DEMOCRATA INDEPENDIENTE;PARTIDO;DIPUTADOS;;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;08-11-17;$1;;;
12785;;PERSONA NATURAL;UNION DEMOCRATA INDEPENDIENTE;PARTIDO;PRESIDENTE;;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;08-11-17;$1.050.000;;;
12786;MARCELA DEL CARMEN CEBALLOS GONZALEZ;PERSONA NATURAL;REVOLUCION DEMOCRATICA;PARTIDO;DIPUTADOS;;RD;REVOLUCION DEMOCRATICA;PÚBLICO;09-11-17;$25.000;;;
12787;HECTOR ALEJANDRO BARRIENTOS ROJAS;PERSONA NATURAL;REVOLUCION DEMOCRATICA;PARTIDO;DIPUTADOS;;RD;REVOLUCION DEMOCRATICA;PÚBLICO;09-11-17;$22.500;;;
12788;LORETO FRANCISCA LOPEZ GONZALEZ;PERSONA NATURAL;REVOLUCION DEMOCRATICA;PARTIDO;DIPUTADOS;;RD;REVOLUCION DEMOCRATICA;PÚBLICO;09-11-17;$22.500;;;
12789;PARTIDO DEMOCRATA CRISTIANO;PARTIDO;RAMON ANDRES MALLEA ARAUS;CANDIDATO;CONSEJEROS REGIONALES;MELIPILLA;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;13-11-17;$1.000.000;;;
12790;PARTIDO DEMOCRATA CRISTIANO;PARTIDO;JUAN CARLOS LOPEZ URRUTIA;CANDIDATO;CONSEJEROS REGIONALES;TALAGANTE;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;14-11-17;$1.000.000;;;
12791;PARTIDO DEMOCRATA CRISTIANO;PARTIDO;LEYLA CAROLINA PIZARRO PEÑA;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 6;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;14-11-17;$2.000.000;;;
12792;PARTIDO DEMOCRATA CRISTIANO;PARTIDO;VICTORIA DIONISIA ILAJA REYES;CANDIDATO;CONSEJEROS REGIONALES;TAMARUGAL;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;14-11-17;$400.000;;;
12793;PARTIDO DEMOCRATA CRISTIANO;PARTIDO;SANTIAGO SEGUNDO ROSAS LOBOS;CANDIDATO;CONSEJEROS REGIONALES;RANCO;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;09-11-17;$1.000.000;;;
12794;PARTIDO DEMOCRATA CRISTIANO;PARTIDO;LEON ROA SOTO;CANDIDATO;CONSEJEROS REGIONALES;PALENA;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;09-11-17;$400.000;;;
12795;PARTIDO DEMOCRATA CRISTIANO;PARTIDO;CRISTIAN CARRIEL CASTILLO;CANDIDATO;CONSEJEROS REGIONALES;CHOAPA;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;14-11-17;$600.000;;;
12796;CIUDADANOS;PARTIDO;HERTY JEANETTE BAEZ HERNANDEZ;CANDIDATO;CONSEJEROS REGIONALES;RANCO;IND;INDEPENDIENTES;PÚBLICO;13-11-17;$700.000;;;
12797;CIUDADANOS;PARTIDO;PABLO ENRIQUE NAVARRETE TARRAGO;CANDIDATO;CONSEJEROS REGIONALES;LINARES;IND;INDEPENDIENTES;PÚBLICO;13-11-17;$500.000;;;
12798;;PERSONA NATURAL;PAULINA NUÑEZ URRUTIA;CANDIDATO;DIPUTADOS;DISTRITO Nº 3;RN;RENOVACION NACIONAL;NO PÚBLICO;08-11-17;$500.000;;;
12799;PARTIDO DEMOCRATA CRISTIANO;PARTIDO;PAULINA ALEJANDRA ZAPATA CORTES;CANDIDATO;CONSEJEROS REGIONALES;AISEN;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;09-11-17;$400.000;;;
12800;PARTIDO DEMOCRATA CRISTIANO;PARTIDO;LUIS ARMANDO ARIAS LOPEZ;CANDIDATO;CONSEJEROS REGIONALES;CAUTIN 2;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;14-11-17;$1.000.000;;;
12801;;PERSONA NATURAL;PAULINA NUÑEZ URRUTIA;CANDIDATO;DIPUTADOS;DISTRITO Nº 3;RN;RENOVACION NACIONAL;NO PÚBLICO;08-11-17;$26.398;;;
